full_name,brand_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
Ford Figo Aspire Facelift,Ford,6.3 Lakh*,New Car (On-Road Price) : Rs.9.83-10.24 Lakh*,2017,Individual,"1,20,000 kms",First Owner,Diesel,Manual,null,Engine1498 CC,Max Power99 bhp,null
Maruti Wagon R Duo Lxi,Maruti,2.5 Lakh*,null,2011,Individual,"1,20,000 kms",First Owner,LPG,Manual,Mileage26.2 km/kg,Engine998 CC,Max Power58.2 bhp,Seats5
Toyota Etios Liva V,Toyota,3.99 Lakh*,null,2011,Dealer,"53,000 kms",First Owner,Petrol,Manual,Mileage17.71 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
Toyota Corolla Altis G,Toyota,10.25 Lakh*,null,2014,Dealer,"52,700 kms",First Owner,Petrol,Manual,Mileage14.53 kmpl,Engine1798 CC,Max Power138.1 bhp,Seats5
Maruti Alto LXi BSIII,Maruti,2.05 Lakh*,null,2011,Dealer,"33,111 kms",First Owner,Petrol,Manual,Mileage19.7 kmpl,Engine796 CC,Max Power46.3 bhp,Seats5
Maruti Wagon R DUO LPG,Maruti,3.5 Lakh*,null,2014,Individual,"60,000 kms",First Owner,LPG,Manual,Mileage14.6 km/kg,Engine998 CC,Max Power61.6 bhp,Seats5
Mercedes-Benz E-Class 220 CDI,Mercedes-Benz,14.5 Lakh*,null,2013,Dealer,"41,000 kms",First Owner,Diesel,Automatic,Mileage10.0 kmpl,Engine2143 CC,Max Power170 bhp,Seats5
Hyundai i20 1.2 Asta Option,Hyundai,7.5 Lakh*,New Car (On-Road Price) : Rs.8.22-14.02 Lakh*,2017,Individual,"80,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Honda City i DTEC SV,Honda,5.95 Lakh*,New Car (On-Road Price) : Rs.14.90-17.68 Lakh*,2014,Dealer,"98,000 kms",First Owner,Diesel,Manual,Mileage26.0 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Renault Duster 85PS Diesel RxL,Renault,5 Lakh*,null,2015,Dealer,"90,431 kms",First Owner,Diesel,Manual,Mileage20.45 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
Hyundai i10 Magna,Hyundai,2.95 Lakh*,null,2014,Dealer,"63,000 kms",First Owner,Petrol,Manual,Mileage20.36 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
Toyota Etios Liva G,Toyota,2.75 Lakh*,null,2011,Dealer,"84,255 kms",First Owner,Petrol,Manual,Mileage18.3 kmpl,Engine1197 CC,null,Seats5
Honda Amaze S i-Dtech,Honda,3.75 Lakh*,New Car (On-Road Price) : Rs.9.18-11.77 Lakh*,2014,Dealer,"80,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Toyota Fortuner 4x2 Manual,Toyota,16.25 Lakh*,null,2015,Dealer,"1,26,000 kms",First Owner,Diesel,Manual,Mileage13.0 kmpl,Engine2982 CC,Max Power168.5 bhp,Seats7
Maruti Celerio ZXI,Maruti,4.41 Lakh*,New Car (On-Road Price) : Rs.5.26-6.60 Lakh*,2016,Dealer,"29,000 kms",First Owner,Petrol,Manual,Mileage23.1 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
Honda City i DTec SV,Honda,6.25 Lakh*,New Car (On-Road Price) : Rs.14.00-16.49 Lakh*,2016,Dealer,"58,000 kms",First Owner,Diesel,Manual,Mileage26.0 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Honda Amaze S CVT i-VTEC,Honda,5.75 Lakh*,New Car (On-Road Price) : Rs.7.35-10.36 Lakh*,2017,Dealer,"21,000 kms",First Owner,Petrol,Automatic,Mileage18.1 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
Hyundai Santa Fe 2WD AT,Hyundai,16 Lakh*,null,2015,Individual,"55,000 kms",First Owner,Diesel,Automatic,Mileage13.01 kmpl,Engine2199 CC,Max Power194.3 bhp,Seats7
Mercedes-Benz S-Class S 350 CDI,Mercedes-Benz,26 Lakh*,New Car (On-Road Price) : Rs.1.74Cr-1.85 Cr*,2013,Individual,"60,000 kms",First Owner,Diesel,Automatic,Mileage13.5 kmpl,Engine2987 CC,Max Power282 bhp,Seats5
Fiat Linea Emotion Pack (Diesel),Fiat,2 Lakh*,null,2012,Individual,"1,40,000 kms",First Owner,Diesel,Manual,Mileage19.0 kmpl,Engine1248 CC,Max Power93 bhp,Seats5
Maruti Celerio VXI MT BSIV,Maruti,4.1 Lakh*,New Car (On-Road Price) : Rs.5.12-6.43 Lakh*,2018,Trustmark Dealer,"20,365 kms",First Owner,Petrol,Manual,Mileage23.1 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
Honda Amaze VX i-DTEC,Honda,3 Lakh*,New Car (On-Road Price) : Rs.8.53-11.06 Lakh*,2013,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Ford Figo Diesel Titanium,Ford,3 Lakh*,New Car (On-Road Price) : Rs.9.34-9.88 Lakh*,2010,Dealer,"89,226 kms",First Owner,Diesel,Manual,Mileage20.0 kmpl,Engine1399 CC,Max Power68 bhp,Seats5
Honda City i DTEC SV,Honda,6.5 Lakh*,New Car (On-Road Price) : Rs.15.45-18.31 Lakh*,2015,Dealer,"70,500 kms",First Owner,Diesel,Manual,Mileage26.0 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Maruti Vitara Brezza ZDi Plus AMT,Maruti,8.75 Lakh*,null,2018,Dealer,"93,550 kms",First Owner,Diesel,Automatic,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Hyundai EON Era Plus,Hyundai,2.2 Lakh*,null,2015,Individual,"70,000 kms",First Owner,Petrol,Manual,Mileage21.1 kmpl,Engine814 CC,Max Power55.2 bhp,Seats5
Maruti Swift VXI,Maruti,4.25 Lakh*,null,2012,Dealer,"85,517 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
Skoda Rapid 1.6 MPI AT Style,Skoda,6.45 Lakh*,New Car (On-Road Price) : Rs.8.99-15.82 Lakh*,2016,Dealer,"50,000 kms",First Owner,Petrol,Automatic,Mileage14.3 kmpl,Engine1598 CC,Max Power103.52 bhp,Seats5
Maruti Ciaz Alpha Automatic BSIV,Maruti,9 Lakh*,New Car (On-Road Price) : Rs.10.01-13.86 Lakh*,2018,Individual,"50,000 kms",First Owner,Petrol,Automatic,Mileage20.28 kmpl,Engine1462 CC,Max Power103.25 bhp,Seats5
Maruti Wagon R LXI BS IV,Maruti,2.45 Lakh*,null,2011,Dealer,"66,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
Hyundai Creta 1.6 CRDi SX Plus,Hyundai,12.95 Lakh*,New Car (On-Road Price) : Rs.13.39-22.29 Lakh*,2018,Dealer,"67,806 kms",First Owner,Diesel,Manual,Mileage19.67 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
Hyundai Santro Xing GLS,Hyundai,1.45 Lakh*,null,2008,Dealer,"75,000 kms",First Owner,Petrol,Manual,Mileage17.92 kmpl,Engine1086 CC,Max Power62.1 bhp,Seats5
Honda Jazz 1.2 VX i VTEC,Honda,5.55 Lakh*,New Car (On-Road Price) : Rs.8.51-10.97 Lakh*,2016,Dealer,"53,044 kms",First Owner,Petrol,Manual,Mileage18.7 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
BMW X3 xDrive20d,BMW,13.5 Lakh*,New Car (On-Road Price) : Rs.71.84 Lakh*,2012,Individual,"60,000 kms",First Owner,Diesel,Automatic,Mileage16.09 kmpl,Engine1995 CC,Max Power184 bhp,Seats5
Maruti Wagon R VXI AMT Opt,Maruti,4.45 Lakh*,New Car (On-Road Price) : Rs.5.40-7.20 Lakh*,2018,Dealer,"17,000 kms",First Owner,Petrol,Automatic,Mileage21.79 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
Maruti Celerio X AMT ZXI BSIV,Maruti,5 Lakh*,New Car (On-Road Price) : Rs.5.78-6.70 Lakh*,2017,Individual,"40,000 kms",First Owner,Petrol,Automatic,Mileage21.63 kmpl,Engine998 CC,Max Power67 bhp,Seats5
Honda Amaze V CVT Diesel BSIV,Honda,8.8 Lakh*,New Car (On-Road Price) : Rs.9.08-11.77 Lakh*,2018,Dealer,"17,716 kms",First Owner,Diesel,Automatic,Mileage23.8 kmpl,Engine1498 CC,Max Power78.9 bhp,Seats5
Hyundai i20 2015-2017 Magna 1.2,Hyundai,5.9 Lakh*,null,2017,Individual,"40,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Toyota Innova Crysta 2016-2020 2.4 GX MT 8 STR,Toyota,17.75 Lakh*,New Car (On-Road Price) : Rs.20.73-30.10 Lakh*,2018,Dealer,"38,000 kms",First Owner,Diesel,Manual,Mileage13.68 kmpl,Engine2393 CC,Max Power147.51 bhp,Seats8
Renault Duster 110PS Diesel RxZ AWD,Renault,11.5 Lakh*,null,2017,Individual,"30,000 kms",First Owner,Diesel,Manual,Mileage19.72 kmpl,Engine1461 CC,Max Power108.45 bhp,Seats5
Maruti Ertiga VXI CNG,Maruti,8.25 Lakh*,null,2018,Dealer,"37,000 kms",First Owner,CNG,Manual,Mileage17.5 km/kg,Engine1373 CC,Max Power80.46 bhp,Seats7
Toyota Fortuner 4x2 4 Speed AT TRD Sportivo,Toyota,17 Lakh*,New Car (On-Road Price) : Rs.39.12-45.22 Lakh*,2014,Dealer,"1,50,000 kms",First Owner,Diesel,Automatic,Mileage11.5 kmpl,Engine2982 CC,Max Power169 bhp,Seats7
Hyundai i20 Sportz 1.2,Hyundai,5 Lakh*,New Car (On-Road Price) : Rs.7.78-12.90 Lakh*,2016,Individual,"55,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Maruti Swift Dzire VDi,Maruti,3 Lakh*,null,2008,Individual,"50,000 kms",First Owner,Diesel,Manual,Mileage19.3 kmpl,Engine1248 CC,Max Power73.9 bhp,Seats5
Hyundai Grand i10 CRDi Sportz,Hyundai,3.37 Lakh*,null,2015,Dealer,"61,062 kms",First Owner,Diesel,Manual,Mileage24.0 kmpl,Engine1120 CC,Max Power70 bhp,Seats5
BMW 3 Series 320d Luxury Line,BMW,26.5 Lakh*,New Car (On-Road Price) : Rs.51.47-59.46 Lakh*,2016,Dealer,"46,000 kms",First Owner,Diesel,Automatic,Mileage22.69 kmpl,Engine1995 CC,Max Power190 bhp,Seats5
Hyundai EON D Lite Plus,Hyundai,3 Lakh*,null,2012,Dealer,"45,486 kms",First Owner,Petrol,Manual,Mileage21.1 kmpl,Engine814 CC,Max Power55.2 bhp,Seats5
Audi A4 New  2.0 TDI Multitronic,Audi,12.99 Lakh*,null,2012,Dealer,"1,00,581 kms",First Owner,Diesel,Automatic,Mileage15.2 kmpl,Engine1968 CC,Max Power140.8 bhp,Seats5
Maruti Baleno Alpha 1.2,Maruti,5.75 Lakh*,New Car (On-Road Price) : Rs.7.05-10.73 Lakh*,2015,Dealer,"25,800 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Hyundai Verna 1.6 VTVT S Option,Hyundai,5.25 Lakh*,null,2015,Individual,"70,000 kms",First Owner,Petrol,Manual,Mileage17.01 kmpl,Engine1591 CC,Max Power121.4 bhp,Seats5
Skoda Yeti Ambition 4X2,Skoda,6.85 Lakh*,null,2011,Dealer,"94,573 kms",First Owner,Diesel,Manual,Mileage17.72 kmpl,Engine1968 CC,Max Power108.49 bhp,Seats5
BMW 5 Series 525d Sedan,BMW,14.5 Lakh*,New Car (On-Road Price) : Rs.76.04-85.24 Lakh*,2011,Dealer,"60,000 kms",First Owner,Diesel,Automatic,Mileage16.73 kmpl,Engine2993 CC,Max Power218 bhp,Seats5
Hyundai EON Era Plus Option,Hyundai,2.35 Lakh*,null,2014,Dealer,"61,155 kms",First Owner,Petrol,Manual,Mileage21.1 kmpl,Engine814 CC,Max Power55.2 bhp,Seats5
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus AT,Ford,8.95 Lakh*,null,2017,Dealer,"40,423 kms",First Owner,Petrol,Automatic,Mileage14.7 kmpl,Engine1496 CC,Max Power120.69 bhp,Seats5
Hyundai i10 Magna,Hyundai,2.75 Lakh*,null,2013,Dealer,"72,000 kms",First Owner,Petrol,Manual,Mileage20.36 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
Maruti Omni E MPI STD BS IV,Maruti,1.8 Lakh*,null,2016,Individual,"40,000 kms",First Owner,Petrol,Manual,Mileage16.8 kmpl,Engine796 CC,Max Power34.2 bhp,Seats8
Volkswagen Vento 1.6 Trendline,Volkswagen,7.5 Lakh*,New Car (On-Road Price) : Rs.10.61-16.31 Lakh*,2015,Individual,"50,000 kms",First Owner,Petrol,Manual,Mileage16.09 kmpl,Engine1598 CC,Max Power103.2 bhp,Seats5
Hyundai i20 1.4 Asta,Hyundai,8.75 Lakh*,New Car (On-Road Price) : Rs.9.89-13.36 Lakh*,2018,Dealer,"13,000 kms",First Owner,Diesel,Manual,Mileage22.54 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
Maruti Baleno Alpha,Maruti,8.4 Lakh*,New Car (On-Road Price) : Rs.7.40-11.22 Lakh*,2018,Dealer,"22,072 kms",First Owner,Petrol,Manual,Mileage21.01 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Hyundai i20 1.2 Sportz,Hyundai,3.45 Lakh*,null,2012,Dealer,"39,200 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
Tata Nano Twist XT,Tata,1.5 Lakh*,null,2015,Dealer,"35,342 kms",First Owner,Petrol,Manual,Mileage25.4 kmpl,Engine624 CC,Max Power37.5 bhp,Seats4
Toyota Etios Liva G,Toyota,3.25 Lakh*,null,2011,Dealer,"86,000 kms",First Owner,Petrol,Manual,Mileage18.3 kmpl,Engine1197 CC,null,Seats5
Ford Figo 1.2P Titanium MT,Ford,5.25 Lakh*,New Car (On-Road Price) : Rs.6.84-8.56 Lakh*,2016,Dealer,"68,000 kms",First Owner,Petrol,Manual,Mileage18.16 kmpl,Engine1196 CC,Max Power86.8 bhp,Seats5
Renault KWID AMT,Renault,4.5 Lakh*,New Car (On-Road Price) : Rs.4.17-6.85 Lakh*,2018,Dealer,"21,000 kms",First Owner,Petrol,Automatic,Mileage24.04 kmpl,Engine999 CC,Max Power67 bhp,Seats5
Maruti Swift Dzire LDI,Maruti,4.75 Lakh*,null,2013,Dealer,"54,000 kms",First Owner,Diesel,Manual,Mileage23.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,5.65 Lakh*,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,2017,Dealer,"56,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
Hyundai Grand i10 Magna,Hyundai,4.1 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2016,Dealer,"44,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
Mahindra KUV 100 mFALCON D75 K6,Mahindra,4.7 Lakh*,null,2016,Individual,"25,000 kms",First Owner,Diesel,Manual,Mileage25.32 kmpl,Engine1198 CC,Max Power77 bhp,Seats6
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,5.95 Lakh*,New Car (On-Road Price) : Rs.9.68-12.84 Lakh*,2015,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage22.54 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
Skoda Rapid 1.5 TDI Elegance Plus Black Package,Skoda,6.25 Lakh*,null,2015,Dealer,"65,785 kms",First Owner,Diesel,Manual,Mileage21.14 kmpl,Engine1498 CC,Max Power103.52 bhp,Seats5
Tata Nano XTA,Tata,2.75 Lakh*,null,2017,Dealer,"27,000 kms",First Owner,Petrol,Automatic,Mileage21.9 kmpl,Engine624 CC,Max Power37.48 bhp,Seats4
Hyundai i20 1.2 Sportz,Hyundai,4.1 Lakh*,New Car (On-Road Price) : Rs.8.22-14.02 Lakh*,2012,Dealer,"71,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,3.75 Lakh*,null,2013,Individual,"1,20,000 kms",First Owner,Diesel,Manual,Mileage22.07 kmpl,Engine1199 CC,Max Power73.9 bhp,Seats5
Mercedes-Benz C-Class C 200 Avantgarde Edition C,Mercedes-Benz,25.25 Lakh*,New Car (On-Road Price) : Rs.47.62-1.60 Cr*,2016,Dealer,"44,000 kms",First Owner,Petrol,Automatic,Mileage14.74 kmpl,Engine1991 CC,Max Power181.03 bhp,Seats5
Hyundai Grand i10 Asta Option,Hyundai,4.95 Lakh*,null,2014,Dealer,"40,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
Maruti Swift Dzire VXi AT,Maruti,4.45 Lakh*,New Car (On-Road Price) : Rs.6.92-10.32 Lakh*,2013,Dealer,"43,000 kms",First Owner,Petrol,Automatic,Mileage17.4 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
Hyundai Verna CRDi 1.6 AT SX Option,Hyundai,10.5 Lakh*,New Car (On-Road Price) : Rs.12.19-17.18 Lakh*,2018,Individual,"50,000 kms",First Owner,Diesel,Automatic,Mileage22.0 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
Mahindra XUV300 W4 BSIV,Mahindra,8.5 Lakh*,New Car (On-Road Price) : Rs.9.63-14.07 Lakh*,2019,Dealer,"7,900 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1197 CC,Max Power110 bhp,Seats5
Chevrolet Spark 1.0 LS,Chevrolet,1.15 Lakh*,null,2009,Dealer,"70,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine995 CC,Max Power62 bhp,Seats5
Maruti Swift VXI BSIII,Maruti,3.6 Lakh*,New Car (On-Road Price) : Rs.6.83-9.86 Lakh*,2009,Dealer,"54,000 kms",First Owner,Petrol,Manual,Mileage16.1 kmpl,Engine1298 CC,Max Power88.2 bhp,Seats5
Maruti Wagon R LXI,Maruti,2.5 Lakh*,New Car (On-Road Price) : Rs.5.11-7.00 Lakh*,2016,Individual,"1,20,000 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
Hyundai i20 1.2 Asta,Hyundai,2.1 Lakh*,New Car (On-Road Price) : Rs.7.70-12.78 Lakh*,2011,Individual,"1,48,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
Hyundai Getz GLS,Hyundai,"98,000*",null,2006,Individual,"90,000 kms",First Owner,Petrol,Manual,Mileage15.3 kmpl,Engine1341 CC,Max Power83 bhp,Seats5
Maruti Alto K10 VXI,Maruti,2.75 Lakh*,null,2015,Individual,"35,000 kms",First Owner,Petrol,Manual,Mileage23.95 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
Honda Amaze S i-Vtech,Honda,4.85 Lakh*,New Car (On-Road Price) : Rs.7.54-10.66 Lakh*,2014,Dealer,"53,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
Hyundai Santro Xing XL,Hyundai,1.85 Lakh*,null,2006,Dealer,"60,000 kms",First Owner,Petrol,Manual,null,Engine1086 CC,null,Seats5
Honda Mobilio V Option i DTEC,Honda,5.5 Lakh*,null,2015,Individual,"1,20,000 kms",First Owner,Diesel,Manual,Mileage24.2 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats7
Mahindra Scorpio S7 140 BSIV,Mahindra,13.5 Lakh*,New Car (On-Road Price) : Rs.14.98-19.40 Lakh*,2018,Dealer,"47,000 kms",First Owner,Diesel,Manual,Mileage16.36 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
Maruti Wagon R LXI BS IV,Maruti,2.72 Lakh*,New Car (On-Road Price) : Rs.5.71-7.64 Lakh*,2011,Individual,"50,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
Tata Zest Revotron 1.2 XT,Tata,5 Lakh*,null,2017,Individual,"40,000 kms",First Owner,Petrol,Manual,Mileage17.57 kmpl,Engine1193 CC,Max Power88.7 bhp,Seats5
Hyundai Grand i10 Magna,Hyundai,4.25 Lakh*,null,2013,Dealer,"77,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,Audi,29 Lakh*,New Car (On-Road Price) : Rs.80.60 Lakh*,2013,Dealer,"33,000 kms",First Owner,Diesel,Automatic,Mileage12.07 kmpl,Engine2967 CC,Max Power241.4 bhp,Seats7
BMW X1 sDrive 20d xLine,BMW,32.5 Lakh*,New Car (On-Road Price) : Rs.51.71-53.40 Lakh*,2018,Individual,"30,000 kms",First Owner,Diesel,Automatic,Mileage20.68 kmpl,Engine1995 CC,Max Power188 bhp,Seats5
Maruti Swift VXI,Maruti,5.4 Lakh*,New Car (On-Road Price) : Rs.6.40-9.30 Lakh*,2017,Individual,"40,000 kms",First Owner,Petrol,Manual,Mileage21.21 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Maruti A Star Vxi,Maruti,2 Lakh*,null,2010,Individual,"35,000 kms",First Owner,Petrol,Manual,Mileage19.0 kmpl,Engine998 CC,Max Power66.1 bhp,Seats5
Maruti Alto K10 LXI,Maruti,2.85 Lakh*,null,2015,Dealer,"60,000 kms",First Owner,Petrol,Manual,Mileage23.95 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
Chevrolet Beat Diesel PS,Chevrolet,1.65 Lakh*,null,2012,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage25.44 kmpl,Engine936 CC,Max Power57.6 bhp,Seats5
Maruti Swift AMT ZXI Plus BSIV,Maruti,6.5 Lakh*,New Car (On-Road Price) : Rs.6.40-9.30 Lakh*,2016,Dealer,"52,000 kms",First Owner,Petrol,Automatic,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Chevrolet Cruze LTZ,Chevrolet,6 Lakh*,null,2013,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage17.3 kmpl,Engine1998 CC,Max Power163.7 bhp,Seats5
Tata Hexa XT,Tata,15.5 Lakh*,New Car (On-Road Price) : Rs.14.10 Lakh*,2018,Individual,"79,000 kms",First Owner,Diesel,Manual,Mileage17.6 kmpl,Engine2179 CC,Max Power153.86 bhp,Seats7
Honda City i-DTEC VX,Honda,7.25 Lakh*,New Car (On-Road Price) : Rs.14.88-17.52 Lakh*,2015,Dealer,"78,000 kms",First Owner,Diesel,Manual,Mileage25.6 kmpl,Engine1498 CC,Max Power97.9 bhp,Seats5
Maruti Swift VXI Optional,Maruti,5.25 Lakh*,New Car (On-Road Price) : Rs.6.65-9.66 Lakh*,2015,Individual,"60,000 kms",First Owner,Petrol,Manual,Mileage20.4 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Maruti Ciaz 1.4 Delta,Maruti,7.13 Lakh*,null,2017,Dealer,"33,000 kms",First Owner,Petrol,Manual,Mileage20.73 kmpl,Engine1373 CC,Max Power91.1 bhp,Seats5
Tata Zest Revotron 1.2T XMS,Tata,3.95 Lakh*,null,2016,Dealer,"36,000 kms",First Owner,Petrol,Manual,Mileage17.57 kmpl,Engine1193 CC,Max Power88.7 bhp,Seats5
Maruti Swift VDI BSIV,Maruti,4.85 Lakh*,null,2013,Dealer,"8,90,000 kms",First Owner,Diesel,Manual,Mileage17.8 kmpl,Engine1248 CC,null,Seats5
Fiat Linea T-Jet,Fiat,1.89 Lakh*,null,2010,Dealer,"67,000 kms",First Owner,Petrol,Manual,Mileage14.6 kmpl,Engine1368 CC,Max Power112 bhp,Seats5
Hyundai Verna Transform SX VTVT,Hyundai,2.5 Lakh*,New Car (On-Road Price) : Rs.10.03-15.48 Lakh*,2010,Individual,"1,10,000 kms",First Owner,Petrol,Manual,Mileage16.2 kmpl,Engine1599 CC,Max Power103.2 bhp,Seats5
Maruti Ertiga VXI,Maruti,5.8 Lakh*,null,2013,Dealer,"30,000 kms",First Owner,Petrol,Manual,Mileage16.02 kmpl,Engine1373 CC,Max Power93.7 bhp,Seats7
Mahindra Supro VX 8 Str,Mahindra,4.5 Lakh*,null,2017,Individual,"40,000 kms",First Owner,Diesel,Manual,Mileage23.5 kmpl,Engine909 CC,Max Power45 bhp,Seats8
Mahindra Supro LX 8 Str,Mahindra,2.5 Lakh*,null,2016,Individual,"59,957 kms",First Owner,Diesel,Manual,Mileage23.5 kmpl,Engine909 CC,Max Power45 bhp,Seats8
Mercedes-Benz GL-Class 43 AMG Coupe,Mercedes-Benz,75.95 Lakh*,New Car (On-Road Price) : Rs.71.74 Lakh*,2017,Dealer,"11,500 kms",First Owner,Petrol,Automatic,Mileage11.5 kmpl,Engine2996 CC,Max Power362 bhp,Seats5
Hyundai Creta 1.6 CRDi SX Plus,Hyundai,9.5 Lakh*,New Car (On-Road Price) : Rs.11.70-19.75 Lakh*,2015,Individual,"1,48,000 kms",First Owner,Diesel,Manual,Mileage19.67 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
Volkswagen Vento 1.2 TSI Highline AT,Volkswagen,5.75 Lakh*,New Car (On-Road Price) : Rs.10.48-15.98 Lakh*,2015,Dealer,"53,000 kms",First Owner,Petrol,Automatic,Mileage16.93 kmpl,Engine1197 CC,Max Power103.2 bhp,Seats5
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,6.35 Lakh*,null,2011,Dealer,"98,000 kms",First Owner,Diesel,Manual,Mileage12.99 kmpl,Engine2494 CC,Max Power100 bhp,Seats8
Honda WR-V i-VTEC VX,Honda,7.5 Lakh*,null,2017,Individual,"20,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
Honda City i VTEC SV,Honda,6.45 Lakh*,New Car (On-Road Price) : Rs.13.62-18.06 Lakh*,2014,Dealer,"42,000 kms",First Owner,Petrol,Manual,Mileage17.4 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
Mercedes-Benz E-Class E 200 CGI,Mercedes-Benz,39.95 Lakh*,New Car (On-Road Price) : Rs.74.17-1.72 Cr*,2017,Dealer,"35,000 kms",First Owner,Petrol,Automatic,Mileage12.0 kmpl,Engine1991 CC,Max Power184 bhp,Seats5
BMW 3 Series 320i Luxury Line,BMW,29.5 Lakh*,New Car (On-Road Price) : Rs.54.61-63.78 Lakh*,2017,Individual,"16,300 kms",First Owner,Petrol,Automatic,Mileage17.61 kmpl,Engine1998 CC,Max Power184 bhp,Seats5
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,9 Lakh*,null,2014,Individual,"2,44,400 kms",First Owner,Diesel,Manual,Mileage12.99 kmpl,Engine2494 CC,Max Power100.6 bhp,Seats8
