full_name,brand_name,year,seller_type,owner_type,fuel_type,transmission_type,original_price,SP,mileage_cars(kmpl),engine_cc,maxx_power,Kmeter_driven,seat
Honda City i-DTEC V,Honda,2014,Dealer,First Owner,Diesel,Manual,17.68,5.91,25.6,1498,97.9,56664,5
Toyota Fortuner 2016-2021 2.8 2WD AT,Toyota,2020,Dealer,First Owner,Diesel,Automatic,47.56,36.5,12.9,2755,174.5,29000,7
Mahindra XUV500 R W10 FWD,Mahindra,2017,Dealer,First Owner,Diesel,Manual,24.91,12.5,16,2179,140,112000,7
Toyota Innova Crysta 2016-2020 2.4 ZX MT,Toyota,2019,Dealer,First Owner,Diesel,Manual,30.63,22,13.68,2393,147.51,31000,7
Ford Figo Diesel EXI,Ford,2014,Dealer,First Owner,Diesel,Manual,9.67,2.85,20,1399,68.05,67700,5
Honda Jazz 1.2 VX i VTEC,Honda,2019,Dealer,First Owner,Petrol,Manual,11.83,8.25,18.7,1199,88.7,12000,5
BMW 7 Series 730Ld,BMW,2011,Individual,First Owner,Diesel,Automatic,167,19.5,14.49,2993,258,70000,5
Maruti Celerio VXI AT Optional,Maruti,2014,Dealer,First Owner,Petrol,Automatic,7,4.49,23.1,998,67.04,29000,5
BMW 5 Series 520d Luxury Line,BMW,2017,Dealer,First Owner,Diesel,Automatic,82.67,31,22.48,1995,187.74,24000,5
BMW 5 Series 520d Luxury Line,BMW,2013,Dealer,First Owner,Diesel,Automatic,87.92,26,18.12,1995,190,43000,5
Volkswagen Polo 2015-2019 GT TSI,Volkswagen,2016,Dealer,First Owner,Petrol,Automatic,11.75,6.99,17.21,1197,103.5,32555,5
Hyundai Elantra 2.0 S,Hyundai,2018,Dealer,First Owner,Petrol,Manual,23.54,11.25,14.59,1999,149.92,22000,5
Mahindra Scorpio S2,Mahindra,2015,Individual,First Owner,Diesel,Manual,19.2,8,15.4,2523,75,100000,7
Hyundai i20 1.2 Asta Dual Tone,Hyundai,2017,Individual,First Owner,Petrol,Manual,12.78,6,18.6,1197,81.83,70650,5
Hyundai i20 Diesel Asta Option,Hyundai,2018,Individual,First Owner,Diesel,Manual,13.27,6.5,22.54,1396,88.76,90000,5
BMW 3 Series 320d Sport Line,BMW,2016,Dealer,First Owner,Diesel,Automatic,58.05,20.25,18.88,1995,184,57001,5
Maruti Wagon R LXI BS IV,Maruti,2012,Dealer,First Owner,Petrol,Manual,7.33,2.9,18.9,998,67.1,54000,5
Hyundai Santro Sportz BSIV,Hyundai,2019,Individual,First Owner,Petrol,Manual,7.39,5,20.3,1086,68,8000,5
Mahindra Bolero SLE BSIII,Mahindra,2011,Dealer,First Owner,Diesel,Manual,10.54,3.78,13.6,2523,63,73625,7
Mercedes-Benz C-Class C 200 CGI Avantgarde,Mercedes-Benz,2011,Dealer,First Owner,Petrol,Automatic,164,8.5,11.74,1796,186,40000,5
Hyundai Elantra CRDi SX,Hyundai,2012,Individual,First Owner,Diesel,Manual,25.29,9.5,22.7,1582,126.24,90000,5
Ford Ecosport 2015-2021 1.5 Diesel Trend,Ford,2016,Dealer,First Owner,Diesel,Manual,13.79,5.9,21.7,1498,98.96,62131,5
Mahindra KUV 100 mFALCON G80 K2 Plus,Mahindra,2016,Dealer,First Owner,Petrol,Manual,9.3,4.5,18.15,1198,82,23521,6
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,Ford,2015,Individual,First Owner,Diesel,Manual,14.59,8,22.77,1498,98.59,55375,5
Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,Toyota,2018,Dealer,First Owner,Diesel,Automatic,30.1,19.5,11.36,2755,171.5,37000,8
Hyundai i10 Sportz 1.2,Hyundai,2014,Dealer,First Owner,Petrol,Manual,7.7,3,20.36,1197,78.9,27123,5
Hyundai Grand i10 Sportz,Hyundai,2015,Dealer,First Owner,Petrol,Manual,7.71,4.95,18.9,1197,82,29000,5
Hyundai Grand i10 Sportz,Hyundai,2014,Individual,First Owner,Petrol,Manual,7.7,5,18.9,1197,82,40000,5
Maruti Swift AMT VXI,Maruti,2018,Individual,First Owner,Petrol,Automatic,9.14,6.2,22,1197,81.8,16000,5
Hyundai Elantra CRDi SX AT,Hyundai,2016,Dealer,First Owner,Diesel,Automatic,25.31,9.35,22.7,1582,126.2,46000,5
Maruti Swift Dzire VXI 1.2,Maruti,2019,Individual,First Owner,Petrol,Manual,9.86,6.3,21.21,1197,81.8,50000,5
Mahindra XUV500 W8 4WD,Mahindra,2012,Dealer,First Owner,Diesel,Manual,24.91,8.25,15.1,2179,140,120456,7
Honda City 1.5 V MT,Honda,2013,Dealer,First Owner,Petrol,Manual,17.1,5,17,1497,118,65000,5
Maruti Swift Dzire VXI,Maruti,2015,Trustmark Dealer,First Owner,Petrol,Manual,10.46,5.85,20.85,1197,83.14,43290,5
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,Hyundai,2014,Individual,First Owner,Diesel,Manual,11.97,4.6,22.54,1396,88.73,44000,5
Hyundai i20 2015-2017 Magna 1.2,Hyundai,2017,Individual,First Owner,Petrol,Manual,12.55,5.5,18.6,1197,81.83,35000,5
Hyundai Verna 1.6 SX VTVT AT,Hyundai,2015,Dealer,First Owner,Petrol,Automatic,16.43,7,15.74,1591,121.3,75000,5
Maruti Celerio VXI AT,Maruti,2015,Dealer,First Owner,Petrol,Automatic,7,4.35,23.1,998,67.04,76400,5
Hyundai i20 Asta,Hyundai,2009,Dealer,First Owner,Petrol,Manual,13.24,2.75,17,1197,80,85000,5
Mercedes-Benz E-Class E250 CDI Blue Efficiency,Mercedes-Benz,2011,Dealer,First Owner,Diesel,Automatic,95.61,10.45,14.21,2143,203,57000,5
Maruti Eeco 5 Seater AC,Maruti,2020,Individual,First Owner,Petrol,Manual,5.44,4.1,16.11,1196,72.42,8200,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,Hyundai,2012,Dealer,First Owner,Diesel,Manual,12.84,4.35,22.54,1396,88.73,74508,5
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,Toyota,2017,Dealer,First Owner,Diesel,Automatic,30.1,19.95,11.36,2755,171.5,36000,7
Hyundai Creta 1.6 VTVT SX Plus,Hyundai,2017,Dealer,First Owner,Petrol,Manual,22.31,11.4,13,1591,121.3,33000,5
Honda Amaze V CVT Diesel BSIV,Honda,2018,Dealer,First Owner,Diesel,Automatic,11.77,8.95,23.8,1498,78.9,3919,5
Tata Tiago 1.2 Revotron XZA,Tata,2017,Dealer,First Owner,Petrol,Automatic,8.19,5.25,23.84,1199,83.83,11300,5
Volkswagen Polo GT TSI,Volkswagen,2018,Dealer,First Owner,Petrol,Automatic,12.08,9.72,17.21,1197,103.6,26193,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,Individual,First Owner,Petrol,Manual,6.63,4.9,18.9,1197,81.86,25000,5
Honda City i DTEC SV,Honda,2014,Dealer,First Owner,Diesel,Manual,18.31,5.8,26,1498,98.6,82911,5
Honda City 1.5 S MT,Honda,2010,Dealer,First Owner,Petrol,Manual,16.8,3.25,17,1497,118,65000,5
Hyundai i20 1.4 Asta Option,Hyundai,2019,Dealer,First Owner,Diesel,Manual,13.36,9.4,22.54,1396,88.73,15500,5
Honda Amaze S i-DTEC,Honda,2013,Dealer,First Owner,Diesel,Manual,11.77,3.75,25.8,1498,98.6,64000,5
Maruti Swift Dzire VXI 1.2,Maruti,2019,Individual,First Owner,Petrol,Manual,10.04,6,21.21,1197,81.8,11000,5
Mercedes-Benz CLS 250 CDI,Mercedes-Benz,2013,Dealer,First Owner,Diesel,Automatic,101,12,19.4,2143,204,52000,4
Honda City i-VTEC S,Honda,2018,Dealer,First Owner,Petrol,Manual,16.8,8,17.4,1497,117.3,41000,5
Toyota Innova Crysta 2016-2020 2.4 GX AT 8 STR,Toyota,2016,Dealer,First Owner,Diesel,Automatic,30.1,17,13.68,2393,147.51,57000,8
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,Toyota,2016,Dealer,First Owner,Diesel,Manual,31.07,17.45,13.68,2393,147.8,107000,7
Honda Civic 1.8 V MT,Honda,2008,Individual,First Owner,Petrol,Manual,24.61,3.5,13.5,1799,130,60000,5
Hyundai i20 1.4 CRDi Asta,Hyundai,2010,Individual,First Owner,Diesel,Manual,12.19,2,23,1396,90,78500,5
Ford Aspire 1.2 Ti-VCT Trend,Ford,2016,Dealer,First Owner,Petrol,Manual,9.1,4.3,18.16,1196,86.8,43652,5
Maruti Swift VXI,Maruti,2012,Individual,First Owner,Petrol,Manual,8.9,3.15,18.6,1197,85.8,126000,5
Hyundai Verna 1.6 SX,Hyundai,2013,Individual,First Owner,Diesel,Manual,19.13,8,22.32,1582,126.32,80000,5
BMW X1 sDrive20d,BMW,2012,Individual,First Owner,Diesel,Automatic,50.35,11.5,17.05,1995,184,53000,5
Mahindra Scorpio 1.99 S10,Mahindra,2015,Individual,First Owner,Diesel,Manual,18.89,9,15.4,1997,120,120000,7
Honda City i DTEC S,Honda,2014,Dealer,First Owner,Diesel,Manual,17.55,5.05,26,1498,98.6,68000,5
Mercedes-Benz S-Class S 350 CDI,Mercedes-Benz,2015,Dealer,First Owner,Diesel,Automatic,178,57,13.5,2987,254.79,19500,5
Maruti Ertiga ZXI,Maruti,2014,Dealer,First Owner,Petrol,Manual,12.06,5.95,19.01,1462,103.26,46000,7
Ford Freestyle Titanium Petrol BSIV,Ford,2018,Individual,First Owner,Petrol,Manual,8.82,6.8,19,1194,94.68,30000,5
Maruti Alto 800 LXI,Maruti,2013,Individual,First Owner,Petrol,Manual,4.49,1.85,22.74,796,47.3,35000,5
Honda City i DTEC SV,Honda,2015,Individual,First Owner,Diesel,Manual,16.79,6.2,26,1498,98.6,90000,5
Mahindra XUV500 W8 2WD,Mahindra,2014,Individual,First Owner,Diesel,Manual,22.54,7.8,15.1,2179,140,90000,7
Maruti Swift VXI with ABS,Maruti,2010,Individual,First Owner,Petrol,Manual,9.86,3.5,16.6,1197,85,36000,5
Land Rover Range Rover Evoque 2.2L Dynamic,Land Rover,2013,Dealer,First Owner,Diesel,Automatic,77.07,26,12.7,2179,187.7,89000,5
Maruti Alto 800 LXI,Maruti,2017,Individual,First Owner,Petrol,Manual,4.69,2.9,24.7,796,47.3,50000,5
Mahindra XUV500 W8 2WD,Mahindra,2012,Dealer,First Owner,Diesel,Manual,24.91,8.25,15.1,2179,140,74000,7
Maruti Celerio VXI AT,Maruti,2017,Dealer,First Owner,Petrol,Automatic,6.72,4.68,23.1,998,67.04,17210,5
Honda City 1.5 EXI,Honda,1999,Individual,First Owner,Petrol,Manual,16.71,0.7,13,1493,100,70000,5
Renault KWID 1.0 RXT Optional,Renault,2017,Individual,First Owner,Petrol,Manual,6.39,3.7,23.01,999,67,15000,5
Honda City i-VTEC V,Honda,2017,Dealer,First Owner,Petrol,Manual,16.99,7.9,17.4,1497,117.6,29000,5
Hyundai Verna 1.6 CRDI,Hyundai,2011,Individual,First Owner,Diesel,Manual,18.83,5.3,22.32,1582,126.3,110000,5
Hyundai i20 1.2 Magna Executive,Hyundai,2017,Dealer,First Owner,Petrol,Manual,14.02,6.85,18.6,1197,81.83,11577,5
Hyundai i20 Asta 1.2,Hyundai,2013,Trustmark Dealer,First Owner,Petrol,Manual,13.24,4.3,18.5,1197,82.85,64321,5
Tata Hexa XTA,Tata,2017,Individual,First Owner,Diesel,Automatic,14.1,14.5,17.6,2179,153.86,21000,7
Maruti Celerio VXI AT,Maruti,2016,Dealer,First Owner,Petrol,Automatic,6.43,4.15,23.1,998,67.04,67000,5
Maruti Eeco CNG 5 Seater AC BSIV,Maruti,2018,Dealer,First Owner,CNG,Manual,5.84,4.75,21.94,1196,61.7,14917,5
Hyundai Creta 1.6 VTVT AT SX Plus,Hyundai,2017,Individual,First Owner,Petrol,Automatic,19.81,11,13,1591,121.3,50000,5
Maruti Alto 800 VXI,Maruti,2020,Individual,First Owner,Petrol,Manual,4.8,4,22.05,796,47.3,5000,5
Maruti Alto 800 CNG LXI,Maruti,2018,Dealer,First Owner,CNG,Manual,5.06,3.5,33.44,796,40.3,58000,4
Volkswagen Polo Select 1.2 MPI Highline,Volkswagen,2018,Dealer,First Owner,Petrol,Manual,11.75,7.45,16.47,1198,74,7000,5
Hyundai Grand i10 Sportz,Hyundai,2016,Dealer,First Owner,Petrol,Manual,6.57,4.2,18.9,1197,82,45500,5
Tata Tiago 1.2 Revotron XZ,Tata,2017,Individual,First Owner,Petrol,Manual,7.61,4,23.84,1199,84,30000,5
Mahindra Thar CRDe,Mahindra,2017,Dealer,First Owner,Diesel,Manual,16.58,7.95,16.55,2498,105,42000,6
Maruti Celerio VXI,Maruti,2017,Individual,First Owner,Petrol,Manual,6.72,4,23.1,998,67.04,60000,5
Mercedes-Benz C-Class C250 Avantgarde,Mercedes-Benz,2011,Dealer,First Owner,Petrol,Automatic,173,13.5,11.74,1796,186,22800,5
Hyundai Verna 1.6 EX VTVT,Hyundai,2013,Individual,First Owner,Petrol,Manual,16.45,3.75,17.01,1591,121.3,80000,5
Ford Figo Diesel EXI,Ford,2012,Individual,First Owner,Diesel,Manual,9.33,2.4,20,1399,68,80000,5
Maruti Alto 800 LXI,Maruti,2015,Dealer,First Owner,Petrol,Manual,4.8,2.6,22.74,796,47.3,15200,5
Mahindra XUV500 W5 BSIV,Mahindra,2018,Dealer,First Owner,Diesel,Manual,24.91,12.65,15.1,2179,152.87,29890,7
Hyundai Grand i10 Magna,Hyundai,2014,Dealer,First Owner,Petrol,Manual,7.71,4.75,18.9,1197,82,35000,5
Hyundai Creta 1.6 CRDi SX,Hyundai,2018,Dealer,First Owner,Diesel,Manual,22.29,12.75,19.67,1582,126.2,40000,5
Mahindra Bolero 2011-2019 SLX,Mahindra,2013,Individual,First Owner,Diesel,Manual,10.99,5.1,15.96,2523,62.1,120000,7
Honda Civic 1.8 V MT,Honda,2010,Dealer,First Owner,Petrol,Manual,25.24,3.2,13.5,1799,130,77000,5
Mahindra XUV500 AT W10 FWD,Mahindra,2017,Individual,First Owner,Diesel,Automatic,22.35,13,16,2179,140,80000,7
Hyundai Creta 1.6 VTVT E,Hyundai,2018,Individual,First Owner,Petrol,Manual,20.59,9.4,15.29,1591,121.3,12000,5
Tata Hexa XM,Tata,2018,Individual,First Owner,Diesel,Manual,14.1,12,17.6,2179,153.86,20000,7
Maruti Baleno Alpha Automatic,Maruti,2019,Individual,First Owner,Petrol,Automatic,10.08,7.7,21.4,1197,83.1,15000,5
BMW 5 Series 520d Sport Line,BMW,2017,Dealer,First Owner,Diesel,Automatic,85.24,41.75,22.48,1995,187.74,12500,5
Mahindra XUV500 2011-2015 W8 FWD,Mahindra,2012,Individual,First Owner,Diesel,Manual,24.91,8.75,15.1,2179,140,80000,7
Hyundai i20 1.4 Asta,Hyundai,2019,Dealer,First Owner,Diesel,Manual,12.84,8.61,22.54,1396,88.73,16000,5
Renault KWID RXT,Renault,2017,Individual,First Owner,Petrol,Manual,6.39,3.5,25.17,799,53.3,18000,5
Maruti Swift Dzire AMT ZXI,Maruti,2017,Dealer,First Owner,Petrol,Automatic,10.32,7.45,21.21,1197,81.8,3700,5
Tata Hexa XT,Tata,2017,Individual,First Owner,Diesel,Manual,14.1,13.3,17.6,2179,153.86,30000,7
Toyota Yaris G BSIV,Toyota,2018,Individual,First Owner,Petrol,Manual,16.51,10.5,17.1,1496,105.5,25000,5
Hyundai Verna CRDi,Hyundai,2009,Dealer,First Owner,Diesel,Manual,17.33,2.6,16.8,1493,110,74475,5
Hyundai Verna SX,Hyundai,2018,Dealer,First Owner,Petrol,Manual,16.52,8.85,17.7,1497,113.42,28246,5
Mahindra Scorpio Intelli Hybrid S10,Mahindra,2017,Dealer,First Owner,Diesel,Manual,18.69,12.7,15.4,2179,120,68500,7
Honda City i VTEC CVT SV,Honda,2015,Dealer,First Owner,Petrol,Automatic,18.06,6.6,18,1497,117.3,85118,5
Honda City V MT,Honda,2018,Dealer,First Owner,Petrol,Manual,16.99,8.7,17.8,1498,119.35,20000,5
Maruti Wagon R LXI Minor,Maruti,2012,Individual,First Owner,Petrol,Manual,7.07,2.4,18.9,998,67.1,40000,5
Mahindra XUV500 W5 BSIV,Mahindra,2018,Dealer,First Owner,Diesel,Manual,24.91,12.4,15.1,2179,152.87,29000,7
Maruti Wagon R VXI,Maruti,2012,Dealer,First Owner,Petrol,Manual,7.64,3.55,21.79,998,67.05,58700,5
Toyota Fortuner 2016-2021 2.8 4WD AT,Toyota,2017,Dealer,First Owner,Diesel,Automatic,46.24,28,15.04,2755,174.5,55000,7
Mahindra XUV500 W4,Mahindra,2015,Individual,First Owner,Diesel,Manual,22.16,6.75,15.1,2179,140,50000,7
BMW 3 Series GT M Sport Petrol,BMW,2018,Dealer,First Owner,Petrol,Automatic,53.23,34,15.34,1998,248,70000,5
Maruti Swift LXI Option,Maruti,2016,Individual,First Owner,Petrol,Manual,8.98,3.8,20.4,1197,81.8,46000,5
Maruti Alto 800 VXI Plus,Maruti,2020,Individual,First Owner,Petrol,Manual,4.49,3.65,22.05,796,47.3,7000,5
Tata Nexon 1.5 Revotorq XM,Tata,2018,Dealer,First Owner,Diesel,Manual,15.74,7.9,21.5,1497,108.5,69000,5
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2015,Dealer,First Owner,Diesel,Manual,12.84,6.85,22.54,1396,88.73,94532,5
Toyota Fortuner 4x2 AT,Toyota,2014,Dealer,First Owner,Diesel,Automatic,46.24,14.49,12.55,2982,168.5,95000,7
Tata Hexa XTA,Tata,2018,Dealer,First Owner,Diesel,Automatic,14.1,14.9,17.6,2179,153.86,34000,7
Ford Aspire 1.5 TDCi Titanium Plus,Ford,2016,Individual,First Owner,Diesel,Manual,10.46,5.5,25.83,1498,99,111000,5
BMW 5 Series 520d Modern Line,BMW,2014,Dealer,First Owner,Diesel,Automatic,85.24,21.5,18.84,1995,184,70400,5
Maruti Alto 800 LXI,Maruti,2018,Individual,First Owner,Petrol,Manual,4.45,3,24.7,796,47.3,25000,5
Maruti Swift VXI,Maruti,2016,Individual,First Owner,Petrol,Manual,8.9,4.5,21.21,1197,81.8,30000,5
Mahindra XUV500 AT W10 FWD,Mahindra,2016,Dealer,First Owner,Diesel,Automatic,23.39,11.75,16,2179,140,99000,7
Maruti Wagon R VXI BS IV,Maruti,2012,Individual,First Owner,Petrol,Manual,6.88,2.3,18.9,998,67.1,50000,5
Ford Figo Petrol ZXI,Ford,2012,Dealer,First Owner,Petrol,Manual,8.56,3.15,15.6,1196,70.02,32000,5
Maruti Ignis Sigma,Maruti,2017,Dealer,First Owner,Petrol,Manual,8.77,4.65,20.89,1197,81.8,35318,5
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,Toyota,2017,Dealer,First Owner,Diesel,Automatic,30.1,17.45,11.36,2755,171.5,47000,7
Maruti Swift ZXI,Maruti,2015,Dealer,First Owner,Petrol,Manual,9.86,6.35,21.21,1197,81.8,47529,5
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,2015,Dealer,First Owner,CNG,Manual,6.01,3.75,15.1,1196,73,49000,5
Tata Tigor XZ Plus,Tata,2019,Individual,First Owner,Petrol,Manual,9.21,7.4,20.3,1199,83.81,5000,5
Hyundai Verna 1.6 CRDi S Option,Hyundai,2016,Dealer,First Owner,Diesel,Manual,19.13,8.75,23.9,1582,126.32,52000,5
Honda City i VTEC V,Honda,2017,Dealer,First Owner,Petrol,Manual,16.99,8.75,17.8,1497,117.3,27000,5
Hyundai Creta 1.6 CRDi SX Option,Hyundai,2016,Individual,First Owner,Diesel,Manual,19.75,8.8,19.67,1582,126.2,60000,5
Maruti Wagon R VXI BS IV,Maruti,2012,Individual,First Owner,Petrol,Manual,7.43,3,18.9,998,67.1,35000,5
Hyundai Creta 1.6 SX,Hyundai,2016,Dealer,First Owner,Petrol,Manual,20.53,9.45,15.8,1591,121.3,46432,5
Hyundai Venue SX Plus Turbo DCT BSIV,Hyundai,2019,Individual,First Owner,Petrol,Automatic,13.37,11,18.15,998,118.35,6500,5
Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,2018,Dealer,First Owner,Petrol,Automatic,16.52,11.25,17,1591,121.3,16000,5
Mahindra Scorpio 2009-2014 EX 2WD 7S,Mahindra,2013,Individual,First Owner,Diesel,Manual,18.69,5.25,14,2523,75,54000,7
Hyundai Creta 1.6 CRDi SX,Hyundai,2016,Individual,First Owner,Diesel,Manual,22.29,11.15,19.67,1582,126.2,108000,5
Hyundai i10 Sportz 1.2 AT,Hyundai,2012,Dealer,First Owner,Petrol,Automatic,7.42,3.15,16.95,1197,78.9,49000,5
Maruti Swift AMT VVT ZXI,Maruti,2018,Dealer,First Owner,Petrol,Automatic,9.43,6.75,22,1197,81.8,26000,5
Tata Nexon 1.2 Revotron XT,Tata,2017,Individual,First Owner,Petrol,Manual,12.76,6.5,17,1198,108.5,20000,5
Ford Endeavour 3.2 Titanium AT 4X4,Ford,2018,Dealer,First Owner,Diesel,Automatic,45.12,31.5,10.91,3198,197,49000,7
Maruti Swift Dzire VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,10.05,3.85,20.85,1197,83.14,120000,5
Mercedes-Benz C-Class C 220 CDI Avantgarde,Mercedes-Benz,2016,Individual,First Owner,Diesel,Automatic,65.17,25,19.27,2143,170,25000,5
Mahindra XUV500 W8 2WD,Mahindra,2012,Dealer,First Owner,Diesel,Manual,24.91,7.75,15.1,2179,140,74000,7
Maruti Wagon R LXI CNG,Maruti,2018,Dealer,First Owner,CNG,Manual,6.29,4.85,26.6,998,58.16,77000,5
Maruti Swift Dzire VXI 1.2,Maruti,2014,Dealer,First Owner,Petrol,Manual,10.66,4.6,21.21,1197,81.8,57028,5
Mercedes-Benz C-Class 220 CDI MT,Mercedes-Benz,2006,Dealer,First Owner,Diesel,Manual,67.87,6.75,15.8,2148,170,100000,5
Volkswagen Vento Petrol Trendline,Volkswagen,2010,Dealer,First Owner,Petrol,Manual,17.15,3.75,15.04,1598,103.6,55000,5
Hyundai Grand i10 Magna AT,Hyundai,2017,Dealer,First Owner,Petrol,Automatic,7.42,5.85,18.9,1197,82,10000,5
Volkswagen Polo 2015-2019 GT TSI,Volkswagen,2016,Individual,First Owner,Petrol,Automatic,11.88,7.4,17.21,1197,103.5,40000,5
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,2010,Dealer,First Owner,Petrol,Manual,11.75,2.75,16.47,1198,73.9,51000,5
Mercedes-Benz C-Class 220 CDI AT,Mercedes-Benz,2017,Dealer,First Owner,Diesel,Automatic,67.87,33.5,14.84,2143,170,32057,5
Jeep Compass 2.0 Limited,Jeep,2017,Dealer,First Owner,Diesel,Manual,35.52,18.8,17.1,1956,170,28025,5
Maruti Swift VXI,Maruti,2019,Individual,First Owner,Petrol,Manual,9.07,5.5,21.21,1197,81.8,5000,5
Maruti Swift Dzire VXi,Maruti,2010,Individual,First Owner,Petrol,Manual,10.66,2.5,17.5,1298,85.8,52000,5
Maruti Baleno Alpha 1.2,Maruti,2018,Dealer,First Owner,Petrol,Manual,10.68,7.31,21.4,1197,83.1,14000,5
Hyundai i20 Asta 1.2,Hyundai,2015,Individual,First Owner,Petrol,Manual,12.78,4.9,18.6,1197,81.83,90000,5
Ford Aspire Titanium Diesel BSIV,Ford,2016,Individual,First Owner,Diesel,Manual,10.72,6,26.1,1498,99.23,80000,5
Hyundai Verna 1.6 VTVT SX Option,Hyundai,2017,Individual,First Owner,Petrol,Manual,16.79,9.5,17.01,1591,121.3,50000,5
Kia Carnival Prestige,Kia,2020,Dealer,First Owner,Diesel,Automatic,39.15,32,14.11,2199,197.2,8800,7
Hyundai Grand i10 AT Sportz,Hyundai,2014,Dealer,First Owner,Petrol,Automatic,7.71,4.85,18.9,1197,81.86,65000,5
Maruti Wagon R VXI,Maruti,2005,Dealer,First Owner,Petrol,Manual,7.64,1.85,18.9,998,67.1,96000,5
Maruti Swift Dzire VXI 1.2,Maruti,2015,Dealer,First Owner,Petrol,Manual,10.13,5.3,21.21,1197,81.8,38000,5
Honda Jazz 1.2 V i VTEC,Honda,2017,Dealer,First Owner,Petrol,Manual,11.48,6.11,18.7,1199,88.7,41615,5
Hyundai Creta 1.6 VTVT SX Plus Dual Tone,Hyundai,2017,Dealer,First Owner,Petrol,Manual,19.81,10.35,15.29,1591,121.3,27000,5
Maruti Wagon R LXI CNG Avance Edition,Maruti,2019,Dealer,First Owner,CNG,Manual,6.17,5.17,26.6,998,58.16,22000,5
BMW 3 Series 320d Sedan,BMW,2011,Dealer,First Owner,Diesel,Automatic,61.27,17,16.07,1995,181,41000,5
Toyota Fortuner 4x4 MT,Toyota,2013,Dealer,First Owner,Diesel,Manual,45.18,15.11,12.55,2982,168.5,92000,7
Ford Figo Diesel Titanium,Ford,2014,Individual,First Owner,Diesel,Manual,9.67,2.75,20,1399,68.05,110000,5
Mahindra XUV500 W8 4WD,Mahindra,2013,Dealer,First Owner,Diesel,Manual,23.28,5.5,15.1,2179,140,58000,7
Honda Amaze S i-Dtech,Honda,2015,Individual,First Owner,Diesel,Manual,11.76,4.5,25.8,1498,98.6,120000,5
Hyundai Creta 1.6 SX Automatic,Hyundai,2018,Individual,First Owner,Petrol,Automatic,21.56,12.15,14.8,1591,121.3,47800,5
Maruti Swift VXI Optional,Maruti,2016,Dealer,First Owner,Petrol,Manual,9.31,4.9,20.4,1197,81.8,58000,5
Mahindra XUV500 W8 AWD,Mahindra,2015,Individual,First Owner,Diesel,Manual,24.91,9.25,15.1,2179,140,80000,7
Maruti Baleno Alpha 1.2,Maruti,2016,Individual,First Owner,Petrol,Manual,10.08,5.5,21.4,1197,83.1,40000,5
Toyota Innova Crysta 2016-2020 2.4 G MT BSIV,Toyota,2018,Individual,First Owner,Diesel,Manual,29.18,12.8,13.68,2393,147.8,79774,7
Maruti Ertiga VXI CNG,Maruti,2017,Dealer,First Owner,CNG,Manual,10.22,8.11,17.5,1373,80.46,27000,7
Volkswagen Polo 2015-2019 GT TSI,Volkswagen,2015,Dealer,First Owner,Petrol,Automatic,12.08,6.95,17.21,1197,103.5,47700,5
Maruti Ignis 1.2 Zeta BSIV,Maruti,2018,Individual,First Owner,Petrol,Manual,8.26,5.09,20.89,1197,81.8,38000,5
Honda Amaze S i-Dtech,Honda,2014,Individual,First Owner,Diesel,Manual,11.26,3,25.8,1498,98.6,120000,5
BMW 3 Series 325 Ci Convertible,BMW,2008,Individual,First Owner,Petrol,Automatic,60.65,16,10.9,2497,215,96000,5
Maruti Celerio VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,6.31,2.4,23.1,998,67.04,110000,5
Skoda Rapid 1.6 MPI Ambition Plus,Skoda,2014,Dealer,First Owner,Petrol,Manual,16.62,5.75,15,1598,103.5,65000,5
Maruti Wagon R LXI CNG,Maruti,2016,Individual,First Owner,CNG,Manual,6.06,3.2,26.6,998,58.16,50000,5
Hyundai Creta 1.6 CRDi SX,Hyundai,2017,Dealer,First Owner,Diesel,Manual,20.59,11.15,19.67,1582,126.2,47000,5
Maruti Ignis 1.2 AMT Zeta BSIV,Maruti,2017,Dealer,First Owner,Petrol,Automatic,8.48,5.5,20.89,1197,81.8,32334,5
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,2014,Dealer,First Owner,Petrol,Manual,12.08,6.5,16.47,1198,73.9,20000,5
Maruti Swift Dzire VXI,Maruti,2017,Individual,First Owner,Petrol,Manual,10.13,5.8,20.85,1197,83.14,40000,5
BMW 3 Series 320d Dynamic,BMW,2010,Individual,First Owner,Diesel,Automatic,59.46,9,13.2,1995,170,60000,5
Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,Toyota,2017,Dealer,First Owner,Diesel,Manual,47.56,28,14.24,2755,174.5,69403,7
